date,body_part,exercise,set_no,weight_kg,reps,volume_kg
2024-03-15,Arms,Triceps pushdown,1,25.0,11.0,275.0
2024-03-15,Arms,Cable crunches,1,40.0,10.0,400.0
2024-03-15,Arms,Cable curls,3,15.0,12.0,180.0
2024-03-15,Arms,Cable curls,2,15.0,10.0,150.0
2024-03-15,Arms,Cable curls,1,15.0,11.0,165.0
2024-03-15,Arms,Preacher curls,4,10.0,8.0,80.0
2024-03-15,Arms,Triceps pushdown,2,30.0,6.0,180.0
2024-03-15,Arms,Preacher curls,3,10.0,7.0,70.0
2024-03-15,Arms,Overhead triceps extension,4,15.0,7.0,105.0
2024-03-15,Arms,Overhead triceps extension,3,20.0,6.0,120.0
2024-03-15,Arms,Overhead triceps extension,2,20.0,7.0,140.0
2024-03-15,Arms,Overhead triceps extension,1,15.0,10.0,150.0
2024-03-15,Arms,Triceps pushdown,3,30.0,7.0,210.0
2024-03-15,Arms,Preacher curls,2,10.0,8.0,80.0
2024-03-15,Arms,Preacher curls,1,10.0,9.0,90.0
2024-03-19,Chest/Shoulder,Cable crunches,1,40.0,11.0,440.0
2024-03-19,Chest/Shoulder,Cable lateral raises,4,5.0,8.0,40.0
2024-03-19,Chest/Shoulder,Chest press,1,15.0,8.0,120.0
2024-03-19,Chest/Shoulder,Chest press,2,15.0,7.0,105.0
2024-03-19,Chest/Shoulder,Chest press,3,15.0,7.0,105.0
2024-03-19,Chest/Shoulder,Dumbbell press,1,12.5,7.0,87.5
2024-03-19,Chest/Shoulder,Dumbbell press,2,12.5,8.0,100.0
2024-03-19,Chest/Shoulder,Dumbbell press,3,12.5,7.0,87.5
2024-03-19,Chest/Shoulder,Pec dec,1,25.0,8.0,200.0
2024-03-19,Chest/Shoulder,Pec dec,2,25.0,8.0,200.0
2024-03-19,Chest/Shoulder,Pec dec,3,25.0,7.0,175.0
2024-03-19,Chest/Shoulder,OHP,1,10.0,8.0,80.0
2024-03-19,Chest/Shoulder,OHP,2,10.0,8.0,80.0
2024-03-19,Chest/Shoulder,Cable lateral raises,1,5.0,8.0,40.0
2024-03-19,Chest/Shoulder,Cable lateral raises,2,5.0,8.0,40.0
2024-03-19,Chest/Shoulder,Cable crunches,2,45.0,10.0,450.0
2024-03-19,Chest/Shoulder,Cable lateral raises,3,5.0,8.0,40.0
2024-03-20,Back,Pull ups,1,56.0,6.0,336.0
2024-03-20,Back,Rev pec dec,1,15.0,9.0,135.0
2024-03-20,Back,Lat pullover,2,25.0,8.0,200.0
2024-03-20,Back,Lat Pulldown,1,35.0,7.0,245.0
2024-03-20,Back,Lat Pulldown,2,30.0,8.0,240.0
2024-03-20,Back,Lat Pulldown,3,30.0,8.0,240.0
2024-03-20,Back,Cable rows,1,25.0,9.0,225.0
2024-03-20,Back,Cable rows,2,25.0,10.0,250.0
2024-03-20,Back,Cable rows,3,30.0,8.0,240.0
2024-03-20,Back,Rev pec dec,2,20.0,7.0,140.0
2024-03-20,Back,Rev pec dec,3,20.0,6.0,120.0
2024-03-20,Back,Cable crunches,1,40.0,11.0,440.0
2024-03-20,Back,Cable crunches,2,45.0,8.0,360.0
2024-03-20,Back,Pull ups,2,56.0,6.0,336.0
2024-03-20,Back,Lat pullover,1,20.0,11.0,220.0
2024-03-21,Legs,Leg press,1,50.0,8.0,400.0
2024-03-21,Legs,Leg press,2,55.0,8.0,440.0
2024-03-21,Legs,Leg press,3,55.0,8.0,440.0
2024-03-21,Legs,Leg extension,1,25.0,8.0,200.0
2024-03-21,Legs,Leg extension,2,25.0,8.0,200.0
2024-03-21,Legs,Leg extension,3,25.0,9.0,225.0
2024-03-21,Legs,Lying leg curls,1,15.0,8.0,120.0
2024-03-21,Legs,Lying leg curls,2,15.0,7.0,105.0
2024-03-21,Legs,Lying leg curls,3,15.0,7.0,105.0
2024-03-21,Legs,Calf raises,1,17.5,11.0,192.5
2024-03-21,Legs,Calf raises,2,20.0,10.0,200.0
2024-03-21,Legs,Calf raises,3,20.0,9.0,180.0
2024-03-21,Legs,Cable crunches,1,41.0,10.0,410.0
2024-03-21,Legs,Cable crunches,2,45.0,10.0,450.0
2024-03-22,Arms,Cable crunches,2,45.0,10.0,450.0
2024-03-22,Arms,Preacher curls,3,10.0,8.0,80.0
2024-03-22,Arms,Preacher curls,2,10.0,8.0,80.0
2024-03-22,Arms,Preacher curls,1,10.0,8.0,80.0
2024-03-22,Arms,Cable curls,3,20.0,10.0,200.0
2024-03-22,Arms,Cable curls,2,20.0,10.0,200.0
2024-03-22,Arms,Overhead triceps extension,4,15.0,8.0,120.0
2024-03-22,Arms,Cable crunches,1,40.0,10.0,400.0
2024-03-22,Arms,Triceps pushdown,3,30.0,7.0,210.0
2024-03-22,Arms,Overhead triceps extension,3,20.0,5.0,100.0
2024-03-22,Arms,Overhead triceps extension,2,20.0,8.0,160.0
2024-03-22,Arms,Overhead triceps extension,1,20.0,7.0,140.0
2024-03-22,Arms,Triceps pushdown,2,25.0,10.0,250.0
2024-03-22,Arms,Cable curls,1,20.0,10.0,200.0
2024-03-22,Arms,Triceps pushdown,1,20.0,12.0,240.0
2024-03-22,Arms,Preacher curls,4,10.0,8.0,80.0
2024-03-26,Back,Rev pec dec,2,15.0,8.0,120.0
2024-03-26,Back,Cable crunches,2,45.0,10.0,450.0
2024-03-26,Back,Cable crunches,1,45.0,10.0,450.0
2024-03-26,Back,Rev pec dec,3,15.0,7.5,112.5
2024-03-26,Back,Rev pec dec,1,20.0,7.0,140.0
2024-03-26,Back,Lat pullover,2,25.0,8.0,200.0
2024-03-26,Back,Lat pullover,1,25.0,8.5,212.5
2024-03-26,Back,Cable rows,2,30.0,9.0,270.0
2024-03-26,Back,Cable rows,3,30.0,8.0,240.0
2024-03-26,Back,Lat Pulldown,3,35.0,6.5,227.5
2024-03-26,Back,Lat Pulldown,2,35.0,7.0,245.0
2024-03-26,Back,Lat Pulldown,1,35.0,7.0,245.0
2024-03-26,Back,Pull-ups,2,56.0,5.0,280.0
2024-03-26,Back,Pull-ups,1,56.0,7.0,392.0
2024-03-26,Back,Cable rows,1,30.0,8.0,240.0
2024-03-27,Chest/Shoulders,OHP,3,10.0,7.0,70.0
2024-03-27,Chest/Shoulders,Cable lateral raises,2,5.0,9.0,45.0
2024-03-27,Chest/Shoulders,Cable lateral raises,3,5.0,10.0,50.0
2024-03-27,Chest/Shoulders,Cable lateral raises,1,5.0,10.0,50.0
2024-03-27,Chest/Shoulders,OHP,2,10.0,8.0,80.0
2024-03-27,Chest/Shoulders,Incline dumbbell press,3,12.5,8.0,100.0
2024-03-27,Chest/Shoulders,Cable fly,4,10.0,11.0,110.0
2024-03-27,Chest/Shoulders,Cable fly,3,10.0,11.0,110.0
2024-03-27,Chest/Shoulders,Incline dumbbell press,1,12.5,8.0,100.0
2024-03-27,Chest/Shoulders,Cable crunches,1,45.0,11.0,495.0
2024-03-27,Chest/Shoulders,Cable fly,2,15.0,5.0,75.0
2024-03-27,Chest/Shoulders,OHP,1,10.0,8.0,80.0
2024-03-27,Chest/Shoulders,Cable crunches,2,45.0,11.0,495.0
2024-03-27,Chest/Shoulders,Cable fly,1,10.0,11.0,110.0
2024-03-27,Chest/Shoulders,Incline dumbbell press,2,12.5,7.0,87.5
2024-03-28,Arms,Triceps pushdown,1,25.0,10.0,250.0
2024-03-28,Arms,Cable crunches,2,45.0,11.0,495.0
2024-03-28,Arms,Cable crunches,1,45.0,11.0,495.0
2024-03-28,Arms,Preacher curls,3,10.0,6.0,60.0
2024-03-28,Arms,Preacher curls,1,10.0,7.0,70.0
2024-03-28,Arms,Cable curls,3,25.0,9.0,225.0
2024-03-28,Arms,Preacher curls,2,10.0,7.0,70.0
2024-03-28,Arms,Cable curls,1,20.0,10.0,200.0
2024-03-28,Arms,Overhead triceps extension,3,23.0,5.5,126.5
2024-03-28,Arms,Overhead triceps extension,2,23.0,7.0,161.0
2024-03-28,Arms,Overhead triceps extension,1,18.0,11.0,198.0
2024-03-28,Arms,Triceps pushdown,3,32.0,8.0,256.0
2024-03-28,Arms,Triceps pushdown,2,30.0,8.0,240.0
2024-03-28,Arms,Cable curls,2,25.0,9.0,225.0
2024-04-01,Legs,Leg extension,3,25.0,8.0,200.0
2024-04-01,Legs,Cable crunches,1,45.0,11.0,495.0
2024-04-01,Legs,Calf raises,3,20.0,8.0,160.0
2024-04-01,Legs,Calf raises,2,20.0,9.0,180.0
2024-04-01,Legs,Calf raises,1,20.0,10.0,200.0
2024-04-01,Legs,Leg extension,2,25.0,8.5,212.5
2024-04-01,Legs,Lying leg curls,1,20.0,6.0,120.0
2024-04-01,Legs,Leg press,3,60.0,7.0,420.0
2024-04-01,Legs,Leg press,2,50.0,8.0,400.0
2024-04-01,Legs,Leg press,1,50.0,8.0,400.0
2024-04-01,Legs,Lying leg curls,3,15.0,7.0,105.0
2024-04-01,Legs,Lying leg curls,2,20.0,5.5,110.0
2024-04-01,Legs,Leg extension,1,25.0,8.0,200.0
2024-04-01,Legs,Cable crunches,2,45.0,11.0,495.0
2024-04-02,Chest/Shoulders,Incline dumbbell press,1,15.0,8.0,120.0
2024-04-02,Chest/Shoulders,Cable crunches,2,45.0,10.0,450.0
2024-04-02,Chest/Shoulders,Lateral raises,3,5.0,9.0,45.0
2024-04-02,Chest/Shoulders,Lateral raises,2,5.0,9.0,45.0
2024-04-02,Chest/Shoulders,Cable crunches,1,45.0,10.0,450.0
2024-04-02,Chest/Shoulders,OHP,3,10.0,8.0,80.0
2024-04-02,Chest/Shoulders,OHP,2,10.0,9.0,90.0
2024-04-02,Chest/Shoulders,Lateral raises,1,5.0,10.0,50.0
2024-04-02,Chest/Shoulders,Cable files,2,15.0,7.0,105.0
2024-04-02,Chest/Shoulders,Cable files,1,10.0,11.0,110.0
2024-04-02,Chest/Shoulders,Bench press,2,15.0,8.0,120.0
2024-04-02,Chest/Shoulders,Bench press,1,15.0,8.0,120.0
2024-04-02,Chest/Shoulders,Incline dumbbell press,2,15.0,8.0,120.0
2024-04-02,Chest/Shoulders,OHP,1,10.0,9.0,90.0
2024-04-03,Back,Pull ups,2,56.0,5.5,308.0
2024-04-03,Back,Lat Pulldown,1,35.0,8.0,280.0
2024-04-03,Back,Lat Pulldown,2,35.0,7.0,245.0
2024-04-03,Back,Lat Pulldown,3,35.0,7.0,245.0
2024-04-03,Back,Cable rows,1,30.0,8.0,240.0
2024-04-03,Back,Cable rows,3,30.0,8.0,240.0
2024-04-03,Back,Cable rows,2,30.0,8.0,240.0
2024-04-03,Back,Lat pullover,2,27.0,9.0,243.0
2024-04-03,Back,Rev pec dec,1,20.0,7.0,140.0
2024-04-03,Back,Rev pec dec,2,20.0,7.0,140.0
2024-04-03,Back,Rev pec dec,3,20.0,7.0,140.0
2024-04-03,Back,Pull ups,1,56.0,7.5,420.0
2024-04-03,Back,Cable crunches,2,45.0,11.0,495.0
2024-04-03,Back,Lat pullover,1,27.0,8.0,216.0
2024-04-03,Back,Cable crunches,1,45.0,11.0,495.0
2024-04-05,Arms,Cable crunches,1,45.0,11.0,495.0
2024-04-05,Arms,Triceps pushdown,1,25.0,10.0,250.0
2024-04-05,Arms,Triceps pushdown,2,30.0,7.0,210.0
2024-04-05,Arms,Triceps pushdown,3,30.0,8.0,240.0
2024-04-05,Arms,Overhead triceps extension,2,20.0,7.0,140.0
2024-04-05,Arms,Overhead triceps extension,3,20.0,6.0,120.0
2024-04-05,Arms,Cable curls,1,25.0,10.0,250.0
2024-04-05,Arms,Cable curls,2,25.0,9.0,225.0
2024-04-05,Arms,Cable curls,3,25.0,9.0,225.0
2024-04-05,Arms,Preacher curls,1,10.0,8.0,80.0
2024-04-05,Arms,Preacher curls,2,10.0,8.0,80.0
2024-04-05,Arms,Preacher curls,3,10.0,9.0,90.0
2024-04-05,Arms,Cable crunches,2,45.0,11.0,495.0
2024-04-05,Arms,Overhead triceps extension,1,20.0,7.0,140.0
2024-04-08,Legs,Cable crunches,1,50.0,10.0,500.0
2024-04-08,Legs,Leg extension,3,30.0,9.0,270.0
2024-04-08,Legs,Lying leg curls,1,20.0,7.0,140.0
2024-04-08,Legs,Lying leg curls,2,20.0,6.0,120.0
2024-04-08,Legs,Lying leg curls,3,20.0,7.0,140.0
2024-04-08,Legs,Leg press,1,60.0,8.0,480.0
2024-04-08,Legs,Leg press,2,60.0,8.0,480.0
2024-04-08,Legs,Leg press,3,60.0,8.0,480.0
2024-04-08,Legs,Leg extension,1,30.0,8.0,240.0
2024-04-08,Legs,Leg extension,2,30.0,8.0,240.0
2024-04-08,Legs,Calf raises,1,20.0,11.0,220.0
2024-04-08,Legs,Calf raises,2,20.0,10.0,200.0
2024-04-08,Legs,Calf raises,3,20.0,10.0,200.0
2024-04-08,Legs,Cable crunches,2,50.0,10.0,500.0
2024-04-22,Legs,Calf raises,2,20.0,10.0,200.0
2024-04-22,Legs,Calf raises,3,20.0,9.0,180.0
2024-04-22,Legs,Calf raises,1,17.5,11.0,192.5
2024-04-22,Legs,Cable crunches,2,41.0,10.0,410.0
2024-04-22,Legs,Lying leg curls,3,15.0,6.5,97.5
2024-04-22,Legs,Cable crunches,1,41.0,10.0,410.0
2024-04-22,Legs,Lying leg curls,2,15.0,7.5,112.5
2024-04-22,Legs,Leg press,1,50.0,8.0,400.0
2024-04-22,Legs,Leg extension,2,25.0,7.0,175.0
2024-04-22,Legs,Leg extension,1,25.0,8.0,200.0
2024-04-22,Legs,Leg press,2,50.0,8.0,400.0
2024-04-22,Legs,Squats,2,20.0,9.0,180.0
2024-04-22,Legs,Squats,1,20.0,8.0,160.0
2024-04-22,Legs,Lying leg curls,1,15.0,8.0,120.0
2024-04-23,Chest/Shoulder,Cable crunches,2,45.0,11.0,495.0
2024-04-23,Chest/Shoulder,OHP,2,10.0,8.0,80.0
2024-04-23,Chest/Shoulder,Cable crunches,1,41.0,11.0,451.0
2024-04-23,Chest/Shoulder,Cable lateral raises,3,5.0,8.0,40.0
2024-04-23,Chest/Shoulder,Cable lateral raises,2,5.0,8.0,40.0
2024-04-23,Chest/Shoulder,Cable lateral raises,1,5.0,8.0,40.0
2024-04-23,Chest/Shoulder,OHP,1,10.0,7.0,70.0
2024-04-23,Chest/Shoulder,Cable flies,1,10.0,11.0,110.0
2024-04-23,Chest/Shoulder,Bench press,1,10.0,8.0,80.0
2024-04-23,Chest/Shoulder,Cable flies,2,15.0,7.0,105.0
2024-04-23,Chest/Shoulder,Incline dumbbell press,2,15.0,7.0,105.0
2024-04-23,Chest/Shoulder,Incline dumbbell press,1,12.5,10.0,125.0
2024-04-23,Chest/Shoulder,Bench press,2,10.0,8.0,80.0
2024-04-24,Back,Cable crunches,2,45.0,10.0,450.0
2024-04-24,Back,Lat pullover,2,20.0,8.5,170.0
2024-04-24,Back,Cable crunches,1,45.0,10.0,450.0
2024-04-24,Back,Rev pec dec,3,15.0,6.5,97.5
2024-04-24,Back,Rev pec dec,2,15.0,8.5,127.5
2024-04-24,Back,Rev pec dec,1,15.0,9.0,135.0
2024-04-24,Back,Lat pullover,1,20.0,10.0,200.0
2024-04-24,Back,Lat Pulldown,2,30.0,8.0,240.0
2024-04-24,Back,Cable rows,2,45.0,9.0,405.0
2024-04-24,Back,Cable rows,1,41.0,10.0,410.0
2024-04-24,Back,Lat Pulldown,3,30.0,8.0,240.0
2024-04-24,Back,Lat Pulldown,1,30.0,8.0,240.0
2024-04-24,Back,Pull up,2,56.0,5.5,308.0
2024-04-24,Back,Pull up,1,56.0,5.5,308.0
2024-04-24,Back,Cable rows,3,45.0,9.0,405.0
2024-04-26,Arms,Overhead triceps extension,3,23.0,8.0,184.0
2024-04-26,Arms,Tricep pushdown,1,23.0,11.0,253.0
2024-04-26,Arms,Tricep pushdown,2,27.0,10.0,270.0
2024-04-26,Arms,Tricep pushdown,3,27.0,8.0,216.0
2024-04-26,Arms,Overhead triceps extension,1,18.0,12.0,216.0
2024-04-26,Arms,Overhead triceps extension,2,23.0,8.0,184.0
2024-04-26,Arms,Cable curls,1,23.0,12.0,276.0
2024-04-26,Arms,Cable curls,2,27.0,11.0,297.0
2024-04-26,Arms,Cable curls,3,27.0,10.0,270.0
2024-04-26,Arms,Preacher curls,1,10.0,9.0,90.0
2024-04-26,Arms,Preacher curls,2,10.0,8.5,85.0
2024-04-26,Arms,Preacher curls,3,10.0,8.0,80.0
2024-04-26,Arms,Cable crunches,1,45.0,10.0,450.0
2024-04-26,Arms,Cable crunches,2,45.0,10.0,450.0
2024-04-29,Legs,Cable crunches,2,45.0,11.0,495.0
2024-04-29,Legs,Cable crunches,1,45.0,11.0,495.0
2024-04-29,Legs,Calf raises,3,20.0,8.0,160.0
2024-04-29,Legs,Calf raises,2,17.5,10.0,175.0
2024-04-29,Legs,Calf raises,1,17.5,10.0,175.0
2024-04-29,Legs,Lying leg curls,3,15.0,7.5,112.5
2024-04-29,Legs,Lying leg curls,2,15.0,8.0,120.0
2024-04-29,Legs,Lying leg curls,1,15.0,9.0,135.0
2024-04-29,Legs,Leg extension,2,25.0,7.0,175.0
2024-04-29,Legs,Leg extension,1,25.0,8.5,212.5
2024-04-29,Legs,Leg press,2,50.0,8.0,400.0
2024-04-29,Legs,Leg press,1,50.0,8.0,400.0
2024-04-29,Legs,Squat,2,20.0,10.0,200.0
2024-04-29,Legs,Squat,1,10.0,12.0,120.0
2024-04-30,Chest/Shoulder,Cable crunches,2,45.0,11.0,495.0
2024-04-30,Chest/Shoulder,Cable crunches,1,45.0,11.0,495.0
2024-04-30,Chest/Shoulder,Cable lateral raises,3,5.0,10.0,50.0
2024-04-30,Chest/Shoulder,Cable lateral raises,2,5.0,9.0,45.0
2024-04-30,Chest/Shoulder,Cable lateral raises,1,5.0,10.0,50.0
2024-04-30,Chest/Shoulder,OHP,2,10.0,8.0,80.0
2024-04-30,Chest/Shoulder,OHP,1,10.0,10.0,100.0
2024-04-30,Chest/Shoulder,OHP,3,10.0,8.0,80.0
2024-04-30,Chest/Shoulder,Cable flies,1,15.0,8.0,120.0
2024-04-30,Chest/Shoulder,Incline dumbbell press,2,12.5,7.0,87.5
2024-04-30,Chest/Shoulder,Incline dumbbell press,1,12.5,9.0,112.5
2024-04-30,Chest/Shoulder,Bench press,2,15.0,7.0,105.0
2024-04-30,Chest/Shoulder,Bench press,1,15.0,7.0,105.0
2024-04-30,Chest/Shoulder,Cable flies,2,15.0,8.0,120.0
2024-05-02,Back,Lat pullover,1,23.0,9.0,207.0
2024-05-02,Back,Cable crunches,2,45.0,11.0,495.0
2024-05-02,Back,Cable rows,2,45.0,9.5,427.5
2024-05-02,Back,Rev pec dec,2,20.0,7.5,150.0
2024-05-02,Back,Rev pec dec,1,20.0,6.5,130.0
2024-05-02,Back,Cable rows,3,45.0,8.0,360.0
2024-05-02,Back,Cable rows,1,41.0,10.0,410.0
2024-05-02,Back,Lat pullover,2,23.0,8.0,184.0
2024-05-02,Back,Lat Pulldown,2,35.0,7.0,245.0
2024-05-02,Back,Lat Pulldown,1,30.0,8.0,240.0
2024-05-02,Back,Pull ups,2,56.0,5.0,280.0
2024-05-02,Back,Pull ups,1,56.0,7.5,420.0
2024-05-02,Back,Cable crunches,1,45.0,11.0,495.0
2024-05-02,Back,Lat Pulldown,3,35.0,6.0,210.0
2024-05-03,Arms,Cable crunches,1,45.0,11.0,495.0
2024-05-03,Arms,Triceps pushdown,1,25.0,10.0,250.0
2024-05-03,Arms,Triceps pushdown,2,30.0,9.0,270.0
2024-05-03,Arms,Triceps pushdown,3,30.0,8.5,255.0
2024-05-03,Arms,Overhead triceps extension,1,20.0,7.0,140.0
2024-05-03,Arms,Cable crunches,2,45.0,10.0,450.0
2024-05-03,Arms,Preacher curls,2,10.0,8.0,80.0
2024-05-03,Arms,Preacher curls,1,10.0,9.0,90.0
2024-05-03,Arms,Preacher curls,3,15.0,5.0,75.0
2024-05-03,Arms,Alternating bicep curls,1,7.5,8.0,60.0
2024-05-03,Arms,Alternating bicep curls,2,7.5,7.0,52.5
2024-05-03,Arms,Alternating bicep curls,3,7.5,7.0,52.5
2024-05-03,Arms,Overhead triceps extension,3,20.0,5.0,100.0
2024-05-03,Arms,Overhead triceps extension,2,20.0,6.0,120.0
2024-05-04,Cardio,Skipping,1,,,
2024-05-04,Cardio,On spot high intensity jog,1,,,
2024-05-06,Legs,Lying leg curls,1,15.0,8.0,120.0
2024-05-06,Legs,Calf raises,3,20.0,7.0,140.0
2024-05-06,Legs,Calf raises,2,20.0,8.5,170.0
2024-05-06,Legs,Calf raises,1,20.0,9.5,190.0
2024-05-06,Legs,Lying leg curls,3,15.0,6.0,90.0
2024-05-06,Legs,Lying leg curls,2,15.0,6.5,97.5
2024-05-06,Legs,Leg extension,1,25.0,6.5,162.5
2024-05-06,Legs,Cable crunches,1,45.0,11.0,495.0
2024-05-06,Legs,Leg press,2,50.0,7.0,350.0
2024-05-06,Legs,Leg press,1,50.0,7.0,350.0
2024-05-06,Legs,Squat,2,20.0,10.0,200.0
2024-05-06,Legs,Squat,1,20.0,10.0,200.0
2024-05-06,Legs,Leg extension,2,25.0,7.5,187.5
2024-05-06,Legs,Cable crunches,2,45.0,10.0,450.0
2024-05-07,Chest/Shoulder,Incline dumbbell press,2,15.0,7.0,105.0
2024-05-07,Chest/Shoulder,Cable flies,2,15.0,7.5,112.5
2024-05-07,Chest/Shoulder,Bench press,1,15.0,7.0,105.0
2024-05-07,Chest/Shoulder,Incline dumbbell press,1,15.0,8.5,127.5
2024-05-07,Chest/Shoulder,Bench press,2,15.0,7.0,105.0
2024-05-07,Chest/Shoulder,Cable flies,1,15.0,7.5,112.5
2024-05-07,Chest/Shoulder,OHP,1,10.0,10.0,100.0
2024-05-07,Chest/Shoulder,OHP,2,12.5,6.0,75.0
2024-05-07,Chest/Shoulder,OHP,3,10.0,10.0,100.0
2024-05-07,Chest/Shoulder,Cable lateral raises,1,5.0,10.0,50.0
2024-05-07,Chest/Shoulder,Cable lateral raises,2,5.0,10.0,50.0
2024-05-07,Chest/Shoulder,Cable lateral raises,3,5.0,10.0,50.0
2024-05-07,Chest/Shoulder,Cable crunches,1,45.0,11.0,495.0
2024-05-07,Chest/Shoulder,Cable crunches,2,45.0,10.0,450.0
2024-05-08,Back,Rev pec dec,3,20.0,6.0,120.0
2024-05-08,Back,Rev pec dec,2,20.0,5.5,110.0
2024-05-08,Back,Rev pec dec,1,20.0,6.0,120.0
2024-05-08,Back,Lat pullover,2,27.0,8.5,229.5
2024-05-08,Back,Lat pullover,1,23.0,9.0,207.0
2024-05-08,Back,Cable rows,3,30.0,7.5,225.0
2024-05-08,Back,Lat Pulldown,2,35.0,6.0,210.0
2024-05-08,Back,Cable rows,1,30.0,7.0,210.0
2024-05-08,Back,Lat Pulldown,3,35.0,6.0,210.0
2024-05-08,Back,Cable crunches,2,45.0,10.0,450.0
2024-05-08,Back,Lat Pulldown,1,35.0,7.0,245.0
2024-05-08,Back,Pull ups,2,56.0,6.0,336.0
2024-05-08,Back,Pull ups,1,56.0,6.0,336.0
2024-05-08,Back,Cable rows,2,30.0,7.0,210.0
2024-05-08,Back,Cable crunches,1,45.0,11.0,495.0
2024-05-10,Arms,Preacher curls,2,10.0,9.5,95.0
2024-05-10,Arms,Overhead triceps extension,1,20.0,6.0,120.0
2024-05-10,Arms,Tricep pushdown,1,27.0,11.0,297.0
2024-05-10,Arms,Cable crunches,2,45.0,10.0,450.0
2024-05-10,Arms,Cable crunches,1,45.0,11.0,495.0
2024-05-10,Arms,Alternating bicep curls,3,7.5,8.0,60.0
2024-05-10,Arms,Tricep pushdown,3,32.0,8.0,256.0
2024-05-10,Arms,Overhead triceps extension,2,15.0,7.0,105.0
2024-05-10,Arms,Alternating bicep curls,1,7.5,7.0,52.5
2024-05-10,Arms,Preacher curls,3,10.0,8.5,85.0
2024-05-10,Arms,Preacher curls,1,10.0,10.0,100.0
2024-05-10,Arms,Overhead triceps extension,3,15.0,8.5,127.5
2024-05-10,Arms,Tricep pushdown,2,32.0,9.0,288.0
2024-05-10,Arms,Alternating bicep curls,2,7.5,8.0,60.0
2024-05-11,Cardio,Calf raises,3,20.0,8.0,160.0
2024-05-11,Cardio,Calf raises,2,20.0,8.0,160.0
2024-05-11,Cardio,Calf raises,1,20.0,9.0,180.0
2024-05-11,Cardio,Leg curls,3,15.0,6.0,90.0
2024-05-11,Cardio,Leg curls,2,15.0,7.0,105.0
2024-05-11,Cardio,Leg curls,1,15.0,8.0,120.0
2024-05-11,Cardio,Leg extension,3,25.0,7.0,175.0
2024-05-11,Cardio,Squat,3,20.0,9.0,180.0
2024-05-11,Cardio,Leg extension,1,25.0,8.0,200.0
2024-05-11,Cardio,Squat,2,20.0,9.0,180.0
2024-05-11,Cardio,Squat,1,20.0,10.0,200.0
2024-05-11,Cardio,Skipping,1,,,
2024-05-11,Cardio,Leg extension,2,25.0,7.0,175.0
2024-05-11,Cardio,On spot high intensity jog,1,,,
2024-05-11,Cardio,Cable crunches,1,45.0,11.0,495.0
2024-05-11,Cardio,Cable crunches,2,45.0,10.0,450.0
2024-05-15,Chest/Shoulder,Incline dumbbell press,2,15.0,7.5,112.5
2024-05-15,Chest/Shoulder,Cable crunches,2,50.0,9.0,450.0
2024-05-15,Chest/Shoulder,Cable crunches,1,45.0,10.0,450.0
2024-05-15,Chest/Shoulder,Lateral raises,3,5.0,11.0,55.0
2024-05-15,Chest/Shoulder,Lateral raises,2,5.0,10.0,50.0
2024-05-15,Chest/Shoulder,Lateral raises,1,5.0,10.0,50.0
2024-05-15,Chest/Shoulder,Incline dumbbell press,1,15.0,8.0,120.0
2024-05-15,Chest/Shoulder,OHP,2,10.0,9.0,90.0
2024-05-15,Chest/Shoulder,OHP,1,10.0,9.0,90.0
2024-05-15,Chest/Shoulder,Bench press,2,15.0,7.0,105.0
2024-05-15,Chest/Shoulder,Bench press,1,15.0,8.0,120.0
2024-05-15,Chest/Shoulder,Cable flies,2,15.0,9.0,135.0
2024-05-15,Chest/Shoulder,Cable flies,1,15.0,10.0,150.0
2024-05-15,Chest/Shoulder,OHP,3,10.0,9.0,90.0
2024-05-16,Back,Cable crunches,2,50.0,8.0,400.0
2024-05-16,Back,Cable crunches,1,45.0,11.0,495.0
2024-05-16,Back,Rev pec dec,3,20.0,7.0,140.0
2024-05-16,Back,Rev pec dec,2,20.0,9.0,180.0
2024-05-16,Back,Rev pec dec,1,20.0,10.0,200.0
2024-05-16,Back,Lat Pulldown,3,35.0,7.0,245.0
2024-05-16,Back,Cable rows,2,30.0,7.0,210.0
2024-05-16,Back,Cable rows,1,30.0,8.0,240.0
2024-05-16,Back,Lat Pulldown,2,35.0,8.0,280.0
2024-05-16,Back,Lat Pulldown,1,35.0,7.0,245.0
2024-05-16,Back,Lat pullover,2,25.0,10.0,250.0
2024-05-16,Back,Cable rows,3,30.0,8.0,240.0
2024-05-16,Back,Lat pullover,1,25.0,10.0,250.0
2024-05-17,Arms,Overhead triceps extension,2,18.0,6.0,108.0
2024-05-17,Arms,Tricep pushdown,1,27.0,12.0,324.0
2024-05-17,Arms,Tricep pushdown,3,32.0,8.5,272.0
2024-05-17,Arms,Tricep pushdown,2,32.0,9.0,288.0
2024-05-17,Arms,Overhead triceps extension,1,18.0,7.0,126.0
2024-05-17,Arms,Alternating bicep curls,3,7.5,8.0,60.0
2024-05-17,Arms,Cable crunches,1,45.0,10.0,450.0
2024-05-17,Arms,Alternating bicep curls,2,7.5,9.0,67.5
2024-05-17,Arms,Alternating bicep curls,1,7.5,9.0,67.5
2024-05-17,Arms,Overhead triceps extension,3,14.0,9.5,133.0
2024-05-17,Arms,Preacher curls,2,15.0,6.0,90.0
2024-05-17,Arms,Cable crunches,2,50.0,8.0,400.0
2024-05-17,Arms,Preacher curls,1,10.0,10.0,100.0
